,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
2008-06-30,16943.291,1.3760107660276244,4.1,2.36,1.7399999999999998,82.41,0.006329905493195193,139.96,0.0944174660740214,25185.007,0.26538490485925603,6.4097704126923505,100.0335,23.95,0.2950858919818753,1280.0,-0.08988355391782211,104.589139206153,4.379385,5.333333,100.2967,4.9
2008-07-31,16952.68008981663,1.2459082947075428,4.01,2.27,1.7399999999999998,81.92,-0.0059636274840944616,124.17,-0.1197050730707366,25291.616159044886,0.42330406755450856,5.972895741695394,99.676,22.94,-0.04308621215569949,1267.3800048828125,-0.009908296633774068,103.18780160526843,4.946800017532066,5.530654497683995,99.76131,4.833326391716994
2008-08-31,16923.84554754058,0.8945904498712798,3.89,2.17,1.7200000000000002,83.57,0.01994144272214714,115.55,-0.07194825770836102,25396.7369191812,0.4156348075001093,5.621798000636868,98.1111,20.65,-0.10516679229418294,1282.8299560546875,0.012116759351493936,101.9074635864276,5.405131499111107,5.7630137263276655,99.06575,4.770020993845955
2008-09-30,16854.295,0.26596727212868654,3.69,1.78,1.91,85.33,0.02084148853514882,100.7,-0.13755753699587311,25446.404,0.19556481203413245,5.108403763850444,93.7895,39.39,0.6457966575757729,1166.3599853515625,-0.09518076507694331,100.879193561927,5.302814,6.0,98.22334,4.8
2008-10-31,16739.83117839879,-0.6961729206198974,3.81,1.34,2.4699999999999998,90.14,0.05483792471400888,68.1,-0.39116858656905,25408.61722976397,-0.14849552115900888,4.224601064248645,94.7219,59.89,0.4189975692935566,968.75,-0.1856364738868827,100.11403201896351,4.347266951556812,6.246262247197845,97.29667,4.989087240038057
2008-11-30,16610.121075540792,-1.7055011493482097,3.53,0.9,2.63,91.08,0.010374223933036669,55.21,-0.20983311685951336,25315.44607051519,-0.36669118357074426,3.1687509346066456,93.4715,55.84,-0.070019087822254,896.239990234375,-0.0777983573133054,99.66616123758095,2.963729259679528,6.515469164169138,96.40904,5.285026742884853
2008-12-31,16485.35,-2.5411536884212604,2.42,0.37,2.05,89.56,-0.01682944946498474,44.6,-0.21341023726993477,25207.752,-0.42540854391904803,2.0897459828395304,90.8357,40.0,-0.33361100434018087,903.25,0.0077911466734982004,99.4926215315527,1.601687,6.866667,95.66187,5.64
2009-01-31,16393.139556573587,-2.965507853971938,2.52,0.51,2.01,90.48,0.01022004007731094,41.73,-0.06651356442255722,25126.493031618615,-0.32235706056369384,1.200151059057064,88.57,44.84,0.11422114409002286,825.8800048828125,-0.08954987959881684,99.5600606224643,0.7283073750351944,7.31633812704818,95.11956,5.984251385490845
2009-02-28,16337.034932608281,-3.1085568378701356,2.87,0.72,2.1500000000000004,92.93,0.02671768976138302,44.15,0.056372632446507906,25075.54151845472,-0.20278004216417456,0.5636128563433207,88.031,46.35,0.033120693807905034,735.0900268554688,-0.11645651319919006,99.65286397719764,0.28263482672910606,7.76990227767288,94.81979,6.261121693916622
2009-03-31,16298.262,-3.234227293078318,2.82,0.57,2.25,93.47,0.00579400762524393,49.64,0.11720403328643746,25034.341,-0.16430559804420097,0.059497698890709216,86.6528,44.14,-0.048854891183273845,797.8699951171875,0.08195269356125574,99.5591214180201,-0.04023253,8.266666,94.78019,6.51
2009-04-30,16277.82050077892,-3.4723634837232287,2.93,0.49,2.4400000000000004,91.27,-0.023818382665706194,50.35,0.014201658828164787,25000.50454228902,-0.13516016942878295,-0.2835997441523408,85.9344,36.5,-0.19005414024014458,872.8099975585938,0.08977221824359974,99.1150878201523,-0.356234092863511,8.691663168451377,94.99041,6.676338947981846
2009-05-31,16269.376655280752,-3.7683370258582705,3.29,0.47,2.8200000000000003,88.7,-0.028562257213252097,66.31,0.2753420962162049,24963.47501537432,-0.1481151184451801,-0.6165679850975159,85.0665,28.92,-0.23277886329788183,919.1400146484375,0.051720577155174065,98.43401731390954,-0.7315851862318716,9.049063503722156,95.38158,6.765675200623465
2009-06-30,16269.145,-3.9788374053187248,3.72,0.56,3.16,88.36,-0.0038405107636173674,69.82,0.05157978629611359,24918.068,-0.18189380823925294,-1.0599123518210685,84.7459,26.35,-0.09306512230319262,919.3200073242188,0.0001958080939538299,97.77330294517,-1.150445,9.3,95.88248,6.77
2009-07-31,16274.644728577428,-3.999576218314249,3.56,0.48,3.08,87.97,-0.004423531287333269,69.26,-0.008052962702613872,24855.810914175738,-0.2498471624054588,-1.7231213779641874,85.7027,25.92,-0.016453403503297423,987.47998046875,0.07152194934301422,97.26314929263214,-1.6020828258964377,9.456511280726744,96.4304,6.696193937793284
2009-08-31,16291.637888591005,-3.735602863862386,3.59,0.43,3.1599999999999997,86.75,-0.013965428437614587,69.97,0.01019903978352933,24782.216000643304,-0.2960873567414368,-2.419684546457501,86.6426,26.01,0.003466207976486329,1020.6199951171875,0.03300933634285532,96.91215730084815,-1.8454935111864108,9.550692336360383,96.98404,6.584987887122063
2009-09-30,16326.281,-3.1328157006863644,3.4,0.4,3.0,85.99,-0.008799408404163466,70.46,0.006978594155286082,24706.482,-0.3055981783119721,-2.907766456902905,87.4063,25.61,-0.015498179249126364,1057.0799560546875,0.03510006736774632,96.6643830424593,-1.62336,9.633333,97.51221,6.49
2009-10-31,16383.96605643877,-2.125858487863541,3.39,0.37,3.02,84.76,-0.014407277022706671,77.04,0.08927959457677861,24629.52395782222,-0.31148927709651053,-3.0662560850777454,87.6419,30.69,0.180953968420211,1036.18994140625,-0.01995988019711955,96.44221971907484,-0.7701421055685551,9.74641746246092,97.99687,6.437980724069058
2009-11-30,16447.47287618409,-0.9792114013919551,3.4,0.27,3.13,84.17,-0.006985170176613593,77.19,0.0019451474718923075,24560.05036050167,-0.28207446250086976,-2.983932054404237,88.0221,24.51,-0.22485567109162352,1095.6300048828125,0.055779076586737225,96.203565068369,0.3661082936156813,9.857702066538218,98.44019,6.40147815209456
2009-12-31,16502.754,0.10557252348297741,3.59,0.47,3.12,84.11,-0.0007130972491388453,79.39,0.028102500775259484,24496.841,-0.2573665752873433,-2.8202078471733616,88.3793,21.68,-0.12269102096857577,1115.0999755859375,0.017614520350300044,95.8740696963134,1.443934,9.933333,98.84718,6.33
